key HBPattern1 HBPattern2 Weight
317137 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 BETA.FB11.SB11.HD2.OD-4.HO-6.OH6.V14 1
317138 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 BETA.FB11.SB11.HD2.OD-3.HO-6.OH6.V174 1
317139 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 BETA.FB11.SB11.HD2.OD-2.HO-6.OH6.V3159 255
317148 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 BETA.FB11.SB11.HD3.OD-3.HO-6.OH6.V24 2
317149 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 BETA.FB11.SB11.HD3.OD-2.HO-6.OH6.V274 11
317153 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 BETA.FB11.SB11.HD4.OD-5.HO-6.OH6.V144 13
317154 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 BETA.FB11.SB11.HD4.OD-4.HO-6.OH6.V1141 56
317163 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 BETA.FB11.SB11.HD5.OD-5.HO-6.OH6.V37 3
317164 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 BETA.FB11.SB11.HD5.OD-4.HO-6.OH6.V197 18
317166 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 BETA.FB11.SB11.HD5.OD-2.HO-6.OH6.V3 1
317678 BETA.FB11.SB-11.HD6.OD-6.HO0.OH2.V3 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 8
317693 BETA.FB11.SB-11.HD6.OD-6.HO0.OH2.V3 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-4.V1324 2
317889 BETA.FB11.SB-11.HD6.OD-6.HO0.OH2.V3 BETA.FB11.SB11.HD2.OD-2.HO-6.OH6.V3159 8
317904 BETA.FB11.SB-11.HD6.OD-6.HO0.OH2.V3 BETA.FB11.SB11.HD4.OD-4.HO-6.OH6.V1141 2
319179 BETA.FB11.SB-11.HD6.OD-6.HO1.OH5.V1 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 1
319417 BETA.FB11.SB-11.HD6.OD-6.HO1.OH5.V1 BETA.FB11.SB11.HD5.OD1.HO-6.OH6.V1 1
320156 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-4.V1 BETA.FB11.SB11.HD4.OD-2.HO-6.OH6.V11 3
320678 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-3.V132 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 1
320692 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-3.V132 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-5.V153 76
320700 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-3.V132 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-5.V30 3
320899 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-3.V132 BETA.FB11.SB11.HD3.OD-2.HO-6.OH6.V274 195
320906 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-3.V132 BETA.FB11.SB11.HD4.OD-2.HO-6.OH6.V11 11
320913 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-3.V132 BETA.FB11.SB11.HD5.OD-5.HO-6.OH6.V37 10
320914 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-3.V132 BETA.FB11.SB11.HD5.OD-4.HO-6.OH6.V197 57
321435 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-3.V12 6
321436 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 116
321440 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB-11.HD6.OD-6.HO3.OH4.V2 1
321442 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-5.V153 144
321443 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-4.V1324 1885
321444 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-3.V3 3
321450 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-5.V30 20
321451 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-4.V136 170
321636 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB11.HD2.OD-5.HO-6.OH6.V3 3
321637 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB11.HD2.OD-4.HO-6.OH6.V14 4
321638 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB11.HD2.OD-3.HO-6.OH6.V174 194
321639 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB11.HD2.OD-2.HO-6.OH6.V3159 4645
321646 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB11.HD3.OD-5.HO-6.OH6.V2 1
321647 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB11.HD3.OD-4.HO-6.OH6.V3 4
321648 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB11.HD3.OD-3.HO-6.OH6.V24 18
321649 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB11.HD3.OD-2.HO-6.OH6.V274 239
321653 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB11.HD4.OD-5.HO-6.OH6.V144 173
321654 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB11.HD4.OD-4.HO-6.OH6.V1141 1612
321656 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB11.HD4.OD-2.HO-6.OH6.V11 5
321663 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB11.HD5.OD-5.HO-6.OH6.V37 31
321664 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB11.HD5.OD-4.HO-6.OH6.V197 240
321666 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 BETA.FB11.SB11.HD5.OD-2.HO-6.OH6.V3 3
322180 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB-11.HD6.OD-6.HO2.OH1.V17 1
322187 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB-11.HD6.OD-6.HO3.OH0.V9 6
322188 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB-11.HD6.OD-6.HO3.OH1.V41 9
322196 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB-11.HD6.OD-6.HO4.OH1.V1 1
322197 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB-11.HD6.OD-6.HO4.OH2.V705 946
322198 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB-11.HD6.OD-6.HO4.OH3.V21 32
322199 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB-11.HD6.OD-6.HO4.OH4.V4 5
322204 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB-11.HD6.OD-6.HO5.OH2.V25 43
322205 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB-11.HD6.OD-6.HO5.OH3.V56 40
322206 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB-11.HD6.OD-6.HO5.OH4.V3 3
322392 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB11.HD2.OD2.HO-6.OH6.V1354 1826
322393 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB11.HD2.OD3.HO-6.OH6.V32 58
322394 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB11.HD2.OD4.HO-6.OH6.V1 2
322395 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB11.HD2.OD5.HO-6.OH6.V1 1
322400 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB11.HD3.OD2.HO-6.OH6.V29 26
322401 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB11.HD3.OD3.HO-6.OH6.V51 25
322402 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB11.HD3.OD4.HO-6.OH6.V2 5
322409 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB11.HD4.OD2.HO-6.OH6.V1 1
322410 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB11.HD4.OD3.HO-6.OH6.V5 2
322411 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB11.HD4.OD4.HO-6.OH6.V233 312
322412 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB11.HD4.OD5.HO-6.OH6.V18 35
322418 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB11.HD5.OD3.HO-6.OH6.V1 1
322419 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB11.HD5.OD4.HO-6.OH6.V9 11
322420 BETA.FB11.SB-11.HD6.OD-6.HO2.OH0.V2464 BETA.FB11.SB11.HD5.OD5.HO-6.OH6.V71 73
322938 BETA.FB11.SB-11.HD6.OD-6.HO2.OH1.V17 BETA.FB11.SB-11.HD6.OD-6.HO3.OH1.V41 3
322948 BETA.FB11.SB-11.HD6.OD-6.HO2.OH1.V17 BETA.FB11.SB-11.HD6.OD-6.HO4.OH3.V21 16
322955 BETA.FB11.SB-11.HD6.OD-6.HO2.OH1.V17 BETA.FB11.SB-11.HD6.OD-6.HO5.OH3.V56 1
323150 BETA.FB11.SB-11.HD6.OD-6.HO2.OH1.V17 BETA.FB11.SB11.HD3.OD2.HO-6.OH6.V29 23
323151 BETA.FB11.SB-11.HD6.OD-6.HO2.OH1.V17 BETA.FB11.SB11.HD3.OD3.HO-6.OH6.V51 2
323152 BETA.FB11.SB-11.HD6.OD-6.HO2.OH1.V17 BETA.FB11.SB11.HD3.OD4.HO-6.OH6.V2 1
323161 BETA.FB11.SB-11.HD6.OD-6.HO2.OH1.V17 BETA.FB11.SB11.HD4.OD4.HO-6.OH6.V233 2
323169 BETA.FB11.SB-11.HD6.OD-6.HO2.OH1.V17 BETA.FB11.SB11.HD5.OD4.HO-6.OH6.V9 3
323170 BETA.FB11.SB-11.HD6.OD-6.HO2.OH1.V17 BETA.FB11.SB11.HD5.OD5.HO-6.OH6.V71 2
323689 BETA.FB11.SB-11.HD6.OD-6.HO2.OH2.V3 BETA.FB11.SB-11.HD6.OD-6.HO3.OH2.V2 1
323706 BETA.FB11.SB-11.HD6.OD-6.HO2.OH2.V3 BETA.FB11.SB-11.HD6.OD-6.HO5.OH4.V3 1
323910 BETA.FB11.SB-11.HD6.OD-6.HO2.OH2.V3 BETA.FB11.SB11.HD4.OD3.HO-6.OH6.V5 2
323919 BETA.FB11.SB-11.HD6.OD-6.HO2.OH2.V3 BETA.FB11.SB11.HD5.OD4.HO-6.OH6.V9 1
325415 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-5.V1 BETA.FB11.SB11.HD5.OD-3.HO-6.OH6.V2 2
326155 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-4.V6 BETA.FB11.SB11.HD4.OD-3.HO-6.OH6.V6 6
326700 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-3.V12 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-5.V30 13
326897 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-3.V12 BETA.FB11.SB11.HD3.OD-4.HO-6.OH6.V3 1
326898 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-3.V12 BETA.FB11.SB11.HD3.OD-3.HO-6.OH6.V24 32
326913 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-3.V12 BETA.FB11.SB11.HD5.OD-5.HO-6.OH6.V37 11
327445 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-2.V8 1
327450 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-5.V30 5
327451 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-4.V136 67
327452 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-3.V2 1
327637 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 BETA.FB11.SB11.HD2.OD-4.HO-6.OH6.V14 2
327638 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 BETA.FB11.SB11.HD2.OD-3.HO-6.OH6.V174 169
327646 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 BETA.FB11.SB11.HD3.OD-5.HO-6.OH6.V2 1
327648 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 BETA.FB11.SB11.HD3.OD-3.HO-6.OH6.V24 7
327653 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 BETA.FB11.SB11.HD4.OD-5.HO-6.OH6.V144 55
327663 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 BETA.FB11.SB11.HD5.OD-5.HO-6.OH6.V37 8
328204 BETA.FB11.SB-11.HD6.OD-6.HO3.OH0.V9 BETA.FB11.SB-11.HD6.OD-6.HO5.OH2.V25 6
328393 BETA.FB11.SB-11.HD6.OD-6.HO3.OH0.V9 BETA.FB11.SB11.HD2.OD3.HO-6.OH6.V32 7
328412 BETA.FB11.SB-11.HD6.OD-6.HO3.OH0.V9 BETA.FB11.SB11.HD4.OD5.HO-6.OH6.V18 3
328418 BETA.FB11.SB-11.HD6.OD-6.HO3.OH0.V9 BETA.FB11.SB11.HD5.OD3.HO-6.OH6.V1 1
328946 BETA.FB11.SB-11.HD6.OD-6.HO3.OH1.V41 BETA.FB11.SB-11.HD6.OD-6.HO4.OH1.V1 1
328947 BETA.FB11.SB-11.HD6.OD-6.HO3.OH1.V41 BETA.FB11.SB-11.HD6.OD-6.HO4.OH2.V705 1
328955 BETA.FB11.SB-11.HD6.OD-6.HO3.OH1.V41 BETA.FB11.SB-11.HD6.OD-6.HO5.OH3.V56 39
328956 BETA.FB11.SB-11.HD6.OD-6.HO3.OH1.V41 BETA.FB11.SB-11.HD6.OD-6.HO5.OH4.V3 1
329151 BETA.FB11.SB-11.HD6.OD-6.HO3.OH1.V41 BETA.FB11.SB11.HD3.OD3.HO-6.OH6.V51 57
329152 BETA.FB11.SB-11.HD6.OD-6.HO3.OH1.V41 BETA.FB11.SB11.HD3.OD4.HO-6.OH6.V2 2
329161 BETA.FB11.SB-11.HD6.OD-6.HO3.OH1.V41 BETA.FB11.SB11.HD4.OD4.HO-6.OH6.V233 2
329162 BETA.FB11.SB-11.HD6.OD-6.HO3.OH1.V41 BETA.FB11.SB11.HD4.OD5.HO-6.OH6.V18 1
329170 BETA.FB11.SB-11.HD6.OD-6.HO3.OH1.V41 BETA.FB11.SB11.HD5.OD5.HO-6.OH6.V71 12
329697 BETA.FB11.SB-11.HD6.OD-6.HO3.OH2.V2 BETA.FB11.SB-11.HD6.OD-6.HO4.OH2.V705 1
329910 BETA.FB11.SB-11.HD6.OD-6.HO3.OH2.V2 BETA.FB11.SB11.HD4.OD3.HO-6.OH6.V5 1
329911 BETA.FB11.SB-11.HD6.OD-6.HO3.OH2.V2 BETA.FB11.SB11.HD4.OD4.HO-6.OH6.V233 1
329919 BETA.FB11.SB-11.HD6.OD-6.HO3.OH2.V2 BETA.FB11.SB11.HD5.OD4.HO-6.OH6.V9 1
329920 BETA.FB11.SB-11.HD6.OD-6.HO3.OH2.V2 BETA.FB11.SB11.HD5.OD5.HO-6.OH6.V71 1
330443 BETA.FB11.SB-11.HD6.OD-6.HO3.OH4.V2 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-4.V1324 1
330654 BETA.FB11.SB-11.HD6.OD-6.HO3.OH4.V2 BETA.FB11.SB11.HD4.OD-4.HO-6.OH6.V1141 1
331943 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-5.V153 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-4.V1324 1
331950 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-5.V153 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-5.V30 4
332163 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-5.V153 BETA.FB11.SB11.HD5.OD-5.HO-6.OH6.V37 11
332164 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-5.V153 BETA.FB11.SB11.HD5.OD-4.HO-6.OH6.V197 207
332700 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-4.V1324 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-5.V30 3
332701 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-4.V1324 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-4.V136 41
332903 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-4.V1324 BETA.FB11.SB11.HD4.OD-5.HO-6.OH6.V144 63
332904 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-4.V1324 BETA.FB11.SB11.HD4.OD-4.HO-6.OH6.V1141 1653
332913 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-4.V1324 BETA.FB11.SB11.HD5.OD-5.HO-6.OH6.V37 11
332914 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-4.V1324 BETA.FB11.SB11.HD5.OD-4.HO-6.OH6.V197 107
333647 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-3.V3 BETA.FB11.SB11.HD3.OD-4.HO-6.OH6.V3 4
334387 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-2.V8 BETA.FB11.SB11.HD2.OD-4.HO-6.OH6.V14 5
335152 BETA.FB11.SB-11.HD6.OD-6.HO4.OH1.V1 BETA.FB11.SB11.HD3.OD4.HO-6.OH6.V2 2
335162 BETA.FB11.SB-11.HD6.OD-6.HO4.OH1.V1 BETA.FB11.SB11.HD4.OD5.HO-6.OH6.V18 1
335704 BETA.FB11.SB-11.HD6.OD-6.HO4.OH2.V705 BETA.FB11.SB-11.HD6.OD-6.HO5.OH2.V25 2
335705 BETA.FB11.SB-11.HD6.OD-6.HO4.OH2.V705 BETA.FB11.SB-11.HD6.OD-6.HO5.OH3.V56 4
335911 BETA.FB11.SB-11.HD6.OD-6.HO4.OH2.V705 BETA.FB11.SB11.HD4.OD4.HO-6.OH6.V233 315
335912 BETA.FB11.SB-11.HD6.OD-6.HO4.OH2.V705 BETA.FB11.SB11.HD4.OD5.HO-6.OH6.V18 11
335919 BETA.FB11.SB-11.HD6.OD-6.HO4.OH2.V705 BETA.FB11.SB11.HD5.OD4.HO-6.OH6.V9 5
335920 BETA.FB11.SB-11.HD6.OD-6.HO4.OH2.V705 BETA.FB11.SB11.HD5.OD5.HO-6.OH6.V71 7
336652 BETA.FB11.SB-11.HD6.OD-6.HO4.OH3.V21 BETA.FB11.SB11.HD3.OD4.HO-6.OH6.V2 3
336669 BETA.FB11.SB-11.HD6.OD-6.HO4.OH3.V21 BETA.FB11.SB11.HD5.OD4.HO-6.OH6.V9 7
336670 BETA.FB11.SB-11.HD6.OD-6.HO4.OH3.V21 BETA.FB11.SB11.HD5.OD5.HO-6.OH6.V71 1
338163 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-5.V30 BETA.FB11.SB11.HD5.OD-5.HO-6.OH6.V37 36
338903 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-4.V136 BETA.FB11.SB11.HD4.OD-5.HO-6.OH6.V144 190
338913 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-4.V136 BETA.FB11.SB11.HD5.OD-5.HO-6.OH6.V37 11
339646 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-3.V2 BETA.FB11.SB11.HD3.OD-5.HO-6.OH6.V2 3
340381 BETA.FB11.SB-11.HD6.OD-6.HO5.OH-1.V1 BETA.FB11.SB11.HD1.OD-5.HO-6.OH6.V1 1
341162 BETA.FB11.SB-11.HD6.OD-6.HO5.OH2.V25 BETA.FB11.SB11.HD4.OD5.HO-6.OH6.V18 25
341170 BETA.FB11.SB-11.HD6.OD-6.HO5.OH2.V25 BETA.FB11.SB11.HD5.OD5.HO-6.OH6.V71 1
341920 BETA.FB11.SB-11.HD6.OD-6.HO5.OH3.V56 BETA.FB11.SB11.HD5.OD5.HO-6.OH6.V71 43
344127 BETA.FB11.SB-10.HD6.OD-6.HO-5.OH4.V10 BETA.FB11.SB10.HD4.OD-5.HO-6.OH6.V8 3
344138 BETA.FB11.SB-10.HD6.OD-6.HO-5.OH4.V10 BETA.FB11.SB11.HD2.OD-3.HO-6.OH6.V174 1
344139 BETA.FB11.SB-10.HD6.OD-6.HO-5.OH4.V10 BETA.FB11.SB11.HD2.OD-2.HO-6.OH6.V3159 6
344153 BETA.FB11.SB-10.HD6.OD-6.HO-5.OH4.V10 BETA.FB11.SB11.HD4.OD-5.HO-6.OH6.V144 1
344154 BETA.FB11.SB-10.HD6.OD-6.HO-5.OH4.V10 BETA.FB11.SB11.HD4.OD-4.HO-6.OH6.V1141 4
344156 BETA.FB11.SB-10.HD6.OD-6.HO-5.OH4.V10 BETA.FB11.SB11.HD4.OD-2.HO-6.OH6.V11 1
344889 BETA.FB11.SB-10.HD6.OD-6.HO-5.OH5.V1 BETA.FB11.SB11.HD2.OD-2.HO-6.OH6.V3159 1
344899 BETA.FB11.SB-10.HD6.OD-6.HO-5.OH5.V1 BETA.FB11.SB11.HD3.OD-2.HO-6.OH6.V274 1
344914 BETA.FB11.SB-10.HD6.OD-6.HO-5.OH5.V1 BETA.FB11.SB11.HD5.OD-4.HO-6.OH6.V197 1
345628 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH4.V34 BETA.FB11.SB10.HD4.OD-4.HO-6.OH6.V43 49
345633 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH4.V34 BETA.FB11.SB11.HD1.OD0.HO-6.OH6.V139 4
345639 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH4.V34 BETA.FB11.SB11.HD2.OD-2.HO-6.OH6.V3159 63
345648 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH4.V34 BETA.FB11.SB11.HD3.OD-3.HO-6.OH6.V24 1
345649 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH4.V34 BETA.FB11.SB11.HD3.OD-2.HO-6.OH6.V274 2
345654 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH4.V34 BETA.FB11.SB11.HD4.OD-4.HO-6.OH6.V1141 6
345656 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH4.V34 BETA.FB11.SB11.HD4.OD-2.HO-6.OH6.V11 1
346301 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH5.V10 BETA.FB11.SB-3.HD6.OD1.HO4.OH6.V65 2
346312 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH5.V10 BETA.FB11.SB3.HD6.OD4.HO1.OH6.V128 2
346380 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH5.V10 BETA.FB11.SB10.HD5.OD-4.HO-6.OH6.V11 16
346383 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH5.V10 BETA.FB11.SB11.HD1.OD0.HO-6.OH6.V139 4
346388 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH5.V10 BETA.FB11.SB11.HD2.OD-3.HO-6.OH6.V174 1
346389 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH5.V10 BETA.FB11.SB11.HD2.OD-2.HO-6.OH6.V3159 16
346399 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH5.V10 BETA.FB11.SB11.HD3.OD-2.HO-6.OH6.V274 10
346404 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH5.V10 BETA.FB11.SB11.HD4.OD-4.HO-6.OH6.V1141 3
346414 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH5.V10 BETA.FB11.SB11.HD5.OD-4.HO-6.OH6.V197 1
347124 BETA.FB11.SB-10.HD6.OD-6.HO-3.OH2.V14 BETA.FB11.SB10.HD2.OD-3.HO-6.OH6.V10 6
347138 BETA.FB11.SB-10.HD6.OD-6.HO-3.OH2.V14 BETA.FB11.SB11.HD2.OD-3.HO-6.OH6.V174 1
347139 BETA.FB11.SB-10.HD6.OD-6.HO-3.OH2.V14 BETA.FB11.SB11.HD2.OD-2.HO-6.OH6.V3159 14
347149 BETA.FB11.SB-10.HD6.OD-6.HO-3.OH2.V14 BETA.FB11.SB11.HD3.OD-2.HO-6.OH6.V274 1
347154 BETA.FB11.SB-10.HD6.OD-6.HO-3.OH2.V14 BETA.FB11.SB11.HD4.OD-4.HO-6.OH6.V1141 1
347889 BETA.FB11.SB-10.HD6.OD-6.HO-3.OH3.V1 BETA.FB11.SB11.HD2.OD-2.HO-6.OH6.V3159 1
347899 BETA.FB11.SB-10.HD6.OD-6.HO-3.OH3.V1 BETA.FB11.SB11.HD3.OD-2.HO-6.OH6.V274 1
348551 BETA.FB11.SB-10.HD6.OD-6.HO-2.OH2.V87 BETA.FB11.SB-3.HD6.OD1.HO4.OH6.V65 4
348562 BETA.FB11.SB-10.HD6.OD-6.HO-2.OH2.V87 BETA.FB11.SB3.HD6.OD4.HO1.OH6.V128 4
348625 BETA.FB11.SB-10.HD6.OD-6.HO-2.OH2.V87 BETA.FB11.SB10.HD2.OD-2.HO-6.OH6.V129 125
348633 BETA.FB11.SB-10.HD6.OD-6.HO-2.OH2.V87 BETA.FB11.SB11.HD1.OD0.HO-6.OH6.V139 2
348638 BETA.FB11.SB-10.HD6.OD-6.HO-2.OH2.V87 BETA.FB11.SB11.HD2.OD-3.HO-6.OH6.V174 1
348639 BETA.FB11.SB-10.HD6.OD-6.HO-2.OH2.V87 BETA.FB11.SB11.HD2.OD-2.HO-6.OH6.V3159 47
348649 BETA.FB11.SB-10.HD6.OD-6.HO-2.OH2.V87 BETA.FB11.SB11.HD3.OD-2.HO-6.OH6.V274 7
348653 BETA.FB11.SB-10.HD6.OD-6.HO-2.OH2.V87 BETA.FB11.SB11.HD4.OD-5.HO-6.OH6.V144 1
348654 BETA.FB11.SB-10.HD6.OD-6.HO-2.OH2.V87 BETA.FB11.SB11.HD4.OD-4.HO-6.OH6.V1141 16
348663 BETA.FB11.SB-10.HD6.OD-6.HO-2.OH2.V87 BETA.FB11.SB11.HD5.OD-5.HO-6.OH6.V37 1
348664 BETA.FB11.SB-10.HD6.OD-6.HO-2.OH2.V87 BETA.FB11.SB11.HD5.OD-4.HO-6.OH6.V197 4
349322 BETA.FB11.SB-10.HD6.OD-6.HO-2.OH3.V13 BETA.FB11.SB4.HD6.OD5.HO1.OH6.V32 1
